time,price,sma,rsi,macd,macdSignal,adx,Middle bband,Lower bband,Upper bband,Parabolic sar,ema
2020-06-01- 13:30:00,82.474,82.1813333333334,91.38739973672472,0.0015568297383481422,-0.04204644750140315,59.33771974771543,138.7874666666667,137.13713558608364,140.43779774724973,81.63,82.224685276673
2020-06-01- 13:35:00,81.9699,82.15796666666672,41.691526011892236,-0.005680019568387706,-0.03477316191480006,67.17976766188254,139.96750000000006,137.52669821370986,142.40830178629025,81.63,82.0972926383365
2020-06-01- 13:40:00,82.94,82.46130000000007,77.30949776065114,0.05608308027481712,-0.01660191347687662,75.0503344893185,140.90670000000006,139.490327478399,142.32307252160112,81.63,82.51864631916825
2020-06-01- 13:45:00,82.94,82.61663333333338,77.30949776065113,0.09481322016223714,0.0056811132509461335,81.22698719202698,141.2185333333334,140.67300874590183,141.76405792076497,81.657996,82.72932315958413
2020-06-01- 13:50:00,82.79,82.89000000000006,63.759488126566346,0.10680439871507019,0.025905770343770944,85.3447556604993,140.81516666666673,139.9649273539868,141.66540597934664,81.70515612,82.75966157979207
2020-06-01- 13:55:00,82.82,82.85000000000007,65.56985604686543,0.11309587866129789,0.04334379200727633,88.52511084656281,140.5351666666667,140.0668930050136,141.00344032831978,81.7509014364,82.78983078989603
2020-06-01- 14:00:00,83.0902,82.90006666666672,79.44324249718879,0.1318451132015923,0.061044056246139525,91.37730190316127,140.67000000000004,139.83365876185098,141.5063412381491,81.795274393308,82.940015394948
2020-06-01- 14:05:00,83.37,83.09340000000005,87.35660405207236,0.15880845172122804,0.08059693534115722,93.83276276568297,141.0166666666667,140.2555563666092,141.77777696672422,81.85506341757569,83.155007697474
2020-06-01- 14:10:00,83.2499,83.23670000000006,70.00556403753346,0.16291224026076634,0.09705999632507904,81.39513817829108,141.2133333333334,141.00272574682305,141.42394091984374,81.94581024669691,83.20245384873701
2020-06-01- 14:15:00,83.11,83.24330000000005,51.96942278078157,0.15047756296590364,0.10774350965324396,73.10338845336315,141.0766666666667,140.68463492196824,141.46869841136518,82.03201973436207,83.1562269243685
2020-06-01- 14:20:00,83.01,83.12330000000004,40.72076830089344,0.13031191849096047,0.11225719142078726,51.67942937140503,141.17333333333337,140.5278705364101,141.81879613025666,82.11391874764396,83.08311346218426
2020-06-01- 14:25:00,83.225,83.11500000000005,65.08968324396042,0.12728625781973335,0.11526300470057647,44.97781272895906,141.43676666666673,140.56841901997566,142.3051143133578,82.19172281026177,83.15405673109213
2020-06-01- 14:30:00,83.4801,83.2383666666667,79.83972668149521,0.13838607916191847,0.11988761959284487,50.27309544758981,141.48676666666674,140.75511034787164,142.21842298546184,82.26563666974867,83.31707836554605
2020-06-01- 14:35:00,83.4,83.36836666666672,66.58860242593614,0.13548301870638113,0.12300669941555212,53.80328392667698,141.1134333333334,139.98105252187577,142.24581414479104,82.33585483626123,83.35853918277303
2020-06-01- 14:40:00,83.37,83.41670000000005,60.9092725453357,0.12688927742516398,0.1237832150174745,58.937228358081164,140.52670000000006,139.79824836356622,141.2551516364339,82.40256209444817,83.36426959138652
2020-06-01- 14:45:00,82.9521,83.24070000000005,21.893029984209527,0.08832111342213977,0.11669079469840755,54.19492329962366,140.42336666666674,139.9405941092624,140.90613922407107,82.46593398972577,83.15818479569326
2020-06-01- 14:50:00,83.17,83.16403333333339,47.96339462321638,0.07481826656810142,0.10831628907234633,56.4650059927936,140.59336666666672,139.84845682278367,141.33827651054978,82.52613729023948,83.16409239784663
2020-06-01- 14:55:00,83.3886,83.17023333333339,65.36146323400132,0.07832089670458231,0.10231721059879353,38.87687835994327,140.69666666666672,140.21435740677785,141.17897592655558,82.5833304257275,83.2763461989233
2020-06-01- 15:00:00,82.98,83.17953333333338,33.73644208877968,0.05000994741988052,0.09185575796301093,39.25212487338903,140.7366666666667,140.24667800470456,141.22665532862885,82.63766390444113,83.12817309946166
2020-06-01- 15:05:00,83.0499,83.13950000000004,41.05500883360932,0.034447700542941107,0.08037414647899696,45.2075952609058,140.84000000000006,140.1029789691221,141.57702103087803,82.68928070921908,83.08903654973082
2020-06-01- 15:10:00,83.0607,83.03020000000004,42.5261667380044,0.023766642323309384,0.06905264564785944,49.17790885258364,141.30333333333337,140.4867823211288,142.11988434553794,82.73831667375812,83.07486827486541
2020-06-01- 15:15:00,82.71,82.94020000000002,19.193367822676375,-0.008054794020310396,0.053631157714225476,59.38326290989141,141.61000000000004,141.18073706585088,142.0392629341492,83.67,82.8924341374327
2020-06-01- 15:20:00,82.63,82.80023333333337,16.159574436640867,-0.034191814724394476,0.03606656322650149,67.75091075455248,141.6699666666667,141.40706996541869,141.93286336791473,83.66,82.76121706871635
2020-06-01- 15:25:00,82.77,82.70333333333336,40.74545587366262,-0.04065150135103579,0.020722950310994033,75.41307886602924,141.5899666666667,141.39737034740133,141.78256298593206,83.6386,82.76560853435817
2020-06-01- 15:30:00,83.14,82.84666666666669,72.5992004048708,-0.018213807888187716,0.012935598671157683,57.15938980175657,141.60663333333335,141.36861370765143,141.84465295901526,83.602492,82.95280426717909
2020-06-01- 15:35:00,83.03,82.98000000000003,58.560528115326946,-0.01034579397202151,0.008279320142521845,46.77850203836954,141.72333333333336,141.48537908941893,141.9612875772478,83.56746724,82.99140213358955
2020-06-01- 15:40:00,83.12,83.09666666666669,66.50870054882468,0.0013398491684313285,0.0068914259477037415,43.14564564775791,142.0976666666667,141.26790954023596,142.92742379309743,83.5334932228,83.05570106679477
2020-06-01- 15:45:00,83.1101,83.08670000000002,64.46844663939031,0.00830767075083827,0.0071746749083306475,42.85232264816654,142.33100000000002,141.61517320533113,143.0468267946689,83.50053842611601,83.08290053339738
2020-06-01- 15:50:00,83,83.07670000000003,42.645202191493844,0.0050811030486244135,0.006755960536389401,32.589906688081385,142.711,142.29270823582394,143.1292917641761,83.46857227333253,83.04145026669869
2020-06-01- 15:55:00,83.14,83.08336666666669,65.147851212942,0.012356572063453086,0.007876082841802138,34.460279197595675,142.68293333333335,142.24985500841143,143.11601165825527,83.43756510513255,83.09072513334934
2020-06-01- 16:00:00,83.185,83.10833333333336,70.69190270347622,0.01979917741293491,0.010260701756028692,35.97082593826381,142.9829,142.35328612892977,143.61251387107023,83.40748815197857,83.13786256667467
2020-06-01- 16:05:00,83.17,83.16500000000003,65.48355523242158,0.022994766321119187,0.012807514669046791,27.743077296640664,143.1029,142.38957705304847,143.81622294695154,83.37831350741921,83.15393128333733
2020-06-01- 16:10:00,83.2403,83.19843333333337,77.26110522000351,0.029118537950580503,0.016069719325353532,22.257911535558566,143.1852666666667,142.7047092034035,143.66582412992992,83.35001410219662,83.19711564166866
2020-06-01- 16:15:00,83.44,83.28343333333338,90.73367481233316,0.04580790772550358,0.022017357005383542,34.304663428093505,143.06196666666668,142.6491273813191,143.47480595201426,82.435,83.31855782083433
2020-06-01- 16:20:00,83.47,83.38343333333337,91.82510888876354,0.05727670979187849,0.029069227562682532,46.28577105002057,142.92243333333334,142.79660272423547,143.04826394243122,82.44515,83.39427891041717
2020-06-01- 16:25:00,83.415,83.4416666666667,69.35909263055414,0.05910569201361682,0.03507652045286939,54.273176131305284,143.07380000000003,142.7475309086972,143.40006909130287,82.466847,83.40463945520858
2020-06-01- 16:30:00,83.5116,83.46553333333337,81.36844210644082,0.06489380195395711,0.04103997675308693,62.434443372540976,143.17120000000003,142.81787205044174,143.52452794955832,82.48811006,83.4581197276043
2020-06-01- 16:35:00,83.52,83.48220000000003,82.27460684125704,0.06705883834361259,0.04624374907119207,68.91240887654016,143.2640666666667,143.1732391626383,143.3548941706951,82.52056675819999,83.48905986380214
2020-06-01- 16:40:00,83.67,83.56720000000003,92.3025122120624,0.07644749175069876,0.0522844976070934,76.39482494628102,143.2840666666667,143.15292182750485,143.41521150582852,82.563344087872,83.57952993190108
2020-06-01- 16:45:00,83.85,83.68000000000004,96.18620203934147,0.09232045196731065,0.06029168847913685,83.10741669049008,143.20380000000003,142.951771853509,143.45582814649106,82.61967688347839,83.71476496595054
2020-06-01- 16:50:00,83.7967,83.77223333333336,78.57709078022957,0.09596605990584806,0.06742656276447909,87.80269697739959,143.04380000000003,142.5211316667018,143.56646833329827,82.69529627046968,83.75573248297528
2020-06-01- 16:55:00,83.59,83.74556666666669,38.05278269549917,0.08095108188571487,0.07013146658872624,62.81700563555973,142.85710000000003,142.57468012355167,143.1395198764484,82.7817115315368,83.67286624148764
2020-06-01- 17:00:00,83.9,83.76223333333336,71.32336236584055,0.08949845252594457,0.07400486377616991,45.50723456245203,142.78663333333336,142.68687357771702,142.8863930889497,82.86207772432923,83.78643312074382
2020-06-01- 17:05:00,84.02,83.83666666666669,78.14035088901475,0.10026899721991356,0.07925769046491864,48.04891055234683,142.90163333333334,142.6682895050332,143.1349771616335,82.93681828362618,83.9032165603719
2020-06-01- 17:10:00,84,83.97333333333334,73.75698714460486,0.10256178313919406,0.08391850899977372,49.7433612122767,143.09969999999998,142.64462558850602,143.55477441149395,83.02987282093609,83.95160828018595
2020-06-01- 17:15:00,83.94,83.98666666666668,58.89100426673944,0.09646176077362156,0.08642715935454329,53.027777883463365,143.22969999999998,142.9609906402894,143.49840935971056,83.1154829952612,83.94580414009297
2020-06-01- 17:20:00,84.0616,84.00053333333335,74.5095712410314,0.09746390807923433,0.08863450909948149,56.849812129959126,143.12803333333332,142.59058602533858,143.66548064132806,83.19424435564031,84.00370207004649
2020-06-01- 17:25:00,84.14,84.04720000000002,81.35891831056021,0.10015202526055589,0.09093801233169638,66.02557777755011,143.00399999999996,142.61940324147497,143.38859675852495,83.26670480718909,84.07185103502324
2020-06-01- 17:30:00,84.1101,84.10390000000001,70.51903130026407,0.09645268271286511,0.09204094640793012,72.1427548759441,143.25066666666666,142.211126597447,144.29020673588633,83.35250137454207,84.09097551751162
2020-06-01- 17:35:00,84.2,84.15003333333334,81.58470774557202,0.09686755359300037,0.09300626784494417,77.59935320355797,143.47733333333332,142.70149600791382,144.25317065875282,83.43057625083328,84.14548775875582
2020-06-01- 17:40:00,84.0666,84.12556666666667,44.44928397915216,0.08470750951948958,0.09134651617985326,60.70297572696604,143.53,142.87253010212473,144.18746989787527,83.51151862574996,84.1060438793779
2020-06-01- 17:45:00,83.9799,84.08216666666668,30.78747472769655,0.06788055711146512,0.08665332436617564,49.11664656654798,143.34,143.11138095750155,143.56861904249845,83.58436676317496,84.04297193968895
2020-06-01- 17:50:00,83.87,83.97216666666668,19.431579026331963,0.04697117622374947,0.0787168947376904,56.1702147579349,143.24333333333334,143.02042328683447,143.4662433798322,83.64993008685747,83.95648596984448
2020-06-01- 17:55:00,83.95,83.93330000000002,42.563771413297665,0.03707453491392698,0.07038842277293772,55.449298757361085,143.42,142.96188793223934,143.87811206776064,83.70893707817172,83.95324298492224
2020-06-01- 18:00:00,83.905,83.90833333333335,34.26342062203656,0.02621693217450627,0.06155412465325143,45.88505963002738,143.56,142.97325758069766,144.14674241930234,83.76204337035455,83.92912149246112
2020-06-01- 18:05:00,83.955,83.93666666666668,50.38809625064773,0.021593828416953897,0.05356206540599192,46.839469399597306,143.71333333333334,143.5418042624549,143.8848624042118,83.8,83.94206074623057
2020-06-01- 18:10:00,83.89,83.91666666666669,34.08470283530369,0.013368577963959183,0.04552336791758537,50.318955485279396,143.54999999999998,143.05280788424506,144.0471921157549,84.24,83.91603037311529
2020-06-01- 18:15:00,83.8601,83.90170000000002,27.863963055985703,0.005453889102966514,0.0375094721546616,60.28979141055836,143.48,143.11230447383656,143.84769552616342,84.2357,83.88806518655764
2020-06-01- 18:20:00,83.652,83.80070000000002,9.590571487589202,-0.014170440800526762,0.027173489563623927,69.79439971230173,143.26333333333332,142.7290841197963,143.79758254687033,84.225186,83.77003259327881
2020-06-01- 18:25:00,83.78,83.76403333333336,43.67258499862237,-0.017849001820749777,0.018168991286749186,76.13080524679731,143.1633333333333,142.53080753239317,143.79585913427343,84.20688041999999,83.77501629663941
2020-06-01- 18:30:00,83.9696,83.80053333333336,69.34711488401149,-0.006695610293192544,0.01319607097076084,60.27735525563921,142.95666666666662,142.89931783161484,143.0140155017184,84.1891240074,83.8723081483197
2020-06-01- 18:35:00,83.98,83.9098666666667,70.45514313835824,0.0015846767905429715,0.010873792134717267,55.0811297755406,142.94999999999996,142.89112159439145,143.00887840560847,84.17190028717799,83.92615407415985
2020-06-01- 18:40:00,83.98,83.97653333333336,70.45514313835824,0.00697991951092547,0.010095017609958908,55.54561826374629,142.67999999999995,141.87286514963284,143.48713485036706,84.15519327856265,83.95307703707994
2020-06-01- 18:45:00,83.9617,83.97390000000003,61.634440102458456,0.009040723027382569,0.00988415869344364,44.78071249442289,142.42666666666662,141.69412163582732,143.15921169750592,84.13898748020577,83.95738851853997
2020-06-01- 18:50:00,83.89,83.94390000000003,35.50814565250485,0.005185329682575457,0.008944392891270003,35.32292401290376,142.1973333333333,142.0725259262401,142.32214074042648,84.1232678557996,83.92369425926998
2020-06-01- 18:55:00,83.93,83.92723333333335,52.394720693939554,0.005205786039141458,0.008196671520844294,35.980948564179535,142.35949999999994,142.02385038110285,142.69514961889703,84.1080198201256,83.926847129635
2020-06-01- 19:00:00,84.0301,83.95003333333335,75.99189325390907,0.011885717622902803,0.008934480741255996,28.87932712477127,142.58949999999993,142.04399045226913,143.13500954773073,84.09322922552184,83.9784735648175
2020-06-01- 19:05:00,83.94,83.96670000000002,45.52463827667001,0.009714878831957208,0.009090560359396238,38.181442602753684,142.92883333333327,142.37878101260677,143.47888565405978,83.615,83.95923678240875
2020-06-01- 19:10:00,83.68,83.88336666666669,16.642619096006342,-0.00982370323839632,0.005307707639837726,46.01620747520857,143.1166666666666,142.8243958637696,143.40893746956357,83.61975,83.81961839120439
2020-06-01- 19:15:00,83.8,83.80666666666669,42.081480022632405,-0.014141446883385811,0.0014178767351930186,58.55367889150238,142.98999999999992,142.34729737306026,143.6327026269396,84.09,83.80980919560218
2020-06-01- 19:20:00,83.84,83.77333333333335,49.749205219859014,-0.013764527850312902,-0.0016186041819081657,54.57072624569391,142.74266666666662,142.15238688368962,143.33294644964363,84.0838,83.8249045978011
2020-06-01- 19:25:00,84,83.88000000000002,71.99465701669044,-0.0021057169362279637,-0.0017160267327721254,43.396673799315785,142.6493333333333,142.32297429455699,142.9756923721096,84.077662,83.91245229890055
2020-06-01- 19:30:00,83.9201,83.92003333333336,54.06622221391449,0.00017591817598372472,-0.0013376377510209553,38.20983392275542,142.93933333333328,142.21431134134087,143.6643553253257,83.47,83.91627614945028
2020-06-01- 19:35:00,83.67,83.86336666666669,24.924143600530197,-0.015429361901468042,-0.004155982581110373,39.682288907953854,143.28333333333327,142.69993333715445,143.8667333295121,83.47603099999999,83.79313807472514
2020-06-01- 19:40:00,83.86,83.81670000000003,53.49100891277651,-0.01218055094727788,-0.005760896254343875,47.55827180834006,143.61999999999995,143.21900124692368,144.0209987530762,83.48200168999999,83.82656903736256
2020-06-01- 19:45:00,83.7,83.74333333333335,36.126950530523175,-0.020566186440760248,-0.00872195429162715,49.11384282183892,143.7206666666666,143.45094417557655,143.99038915775665,83.48791267309998,83.76328451868127
2020-06-01- 19:50:00,83.975,83.84500000000001,65.22783358534771,-0.006578401716268445,-0.008293243776555409,33.411936297816325,143.73399999999992,143.49518068196943,143.97281931803042,83.49,83.86914225934063
2020-06-01- 19:55:00,83.97,83.88166666666669,64.42728641627463,0.002510256665360089,-0.00613254368817231,35.0000631060482,143.84399999999994,143.30444956986457,144.3835504301353,83.495831,83.91957112967032
2020-06-01- 20:00:00,83.76,83.90166666666669,36.333810813343845,-0.005953113687425571,-0.006096657688022962,35.70764714866557,143.95666666666662,143.43351383157804,144.4798195017552,83.50851438,83.83978556483515
2020-06-01- 20:05:00,83.82,83.85000000000001,46.358283034233025,-0.007216934733705216,-0.006320713097159413,36.179369843743814,144.1233333333333,143.98066043639795,144.26600623026866,83.5209440924,83.82989278241757
2020-06-01- 20:10:00,83.95,83.84333333333335,64.51620329619696,0.001086941491678317,-0.004839182179391867,32.73091687534016,144.0833333333333,144.03619288145518,144.1304737852114,83.533125210552,83.88994639120878
