time,price,sma,rsi,macd,macdSignal,adx,Middle bband,Lower bband,Upper bband,Parabolic sar,ema
2020-07-01- 13:45:00,98.24,98.2,52.55190426251202,0.16063205507103362,0.15904743464584298,56.44352938823732,139.93666666666672,137.5515833930303,142.32174994030314,97.34,98.25860080262528
2020-07-01- 13:50:00,97.45,98.06333333333333,27.33787124270596,0.09269798580477584,0.14577754487762956,53.41490979322678,140.87666666666672,139.47892245227905,142.2744108810544,99.14,97.85430040131264
2020-07-01- 13:55:00,97.89,97.86,48.129589748797244,0.07490554754220113,0.13160314541054388,52.63533982389973,141.19333333333338,140.6870176654696,141.69964900119717,99.1215,97.87215020065632
2020-07-01- 14:00:00,98.32,97.88666666666666,63.45761473893564,0.09003683013717989,0.12328988235587109,46.04474539500359,140.8133333333334,139.96333986933206,141.66332679733472,99.08386999999999,98.09607510032816
2020-07-01- 14:05:00,98.87,98.36,76.67943167641455,0.13452368004541881,0.12553664189378064,50.91432210600589,140.5333333333334,140.06991607479313,140.99675059187365,97.24,98.48303755016408
2020-07-01- 14:10:00,98.8,98.66333333333334,71.72502592335177,0.15441592553902694,0.1313124986228299,54.9274394745885,140.67000000000004,139.83365876184226,141.50634123815783,97.2581,98.64151877508203
2020-07-01- 14:15:00,99.17,98.94666666666667,81.30308603966807,0.1875273717001562,0.14255547323829515,60.308726812864144,141.0166666666667,140.25555636659965,141.77777696673377,97.294938,98.90575938754102
2020-07-01- 14:20:00,99.08,99.01666666666667,72.35966026959952,0.1967536269788468,0.1533951039864055,65.25729762167124,141.2133333333334,141.0027257467885,141.42394091987828,97.35388986,98.9928796937705
2020-07-01- 14:25:00,99.55,99.26666666666667,85.15297245877353,0.22823573935956176,0.16836323106103673,71.85398400196776,141.0766666666667,140.68463492194968,141.46869841138374,97.4333342656,99.27143984688524
2020-07-01- 14:30:00,99.78,99.46999999999998,88.91807018829385,0.2568783008627946,0.1860662450213883,78.33264966383719,141.17333333333337,140.5278705363988,141.81879613026794,97.54116755231999,99.52571992344262
2020-07-01- 14:35:00,99.91,99.74666666666667,90.87908889937937,0.2758352584038022,0.20402004769787108,82.87550272006293,141.44000000000005,140.5653191058109,142.31468089418922,97.68209749918078,99.7178599617213
2020-07-01- 14:40:00,99.74,99.81,67.4624211507849,0.2672570079511587,0.2166674397485286,86.59404713972937,141.49000000000004,140.7517136959909,142.22828630400917,97.83945067423814,99.72892998086064
2020-07-01- 14:45:00,99.39,99.68,37.56802153363097,0.22854287703955833,0.21904252720673453,63.18043380159852,141.1166666666667,139.9757508551819,142.2575824781515,98.01629462029909,99.55946499043031
2020-07-01- 14:50:00,99.67,99.60000000000001,59.24145869824587,0.21439621389124852,0.21811326454363733,53.143546184533335,140.53000000000006,139.80925963991865,141.25074036008147,98.17899105067517,99.61473249521515
2020-07-01- 14:55:00,99.87,99.64333333333333,70.29151371941317,0.21143144536146963,0.2167769007072038,36.49629552378557,140.4266666666667,139.95272339766595,140.90060993566746,98.32867176662116,99.74236624760758
2020-07-01- 15:00:00,99.94,99.82666666666667,73.99314344011462,0.20703817221412635,0.2148291550085883,32.30926326621255,140.59666666666672,139.8604903593006,141.33284297403284,98.46637802529146,99.84118312380379
2020-07-01- 15:05:00,100.15,99.98666666666668,83.33633825704248,0.21142761904145857,0.21414884781516236,39.128810183172476,140.69666666666672,140.21435740676276,141.17897592657067,98.59306778326814,99.9955915619019
2020-07-01- 15:10:00,100.3,100.13000000000001,87.9677824949394,0.21734451587512638,0.21478798142715516,26.50450339702289,140.7366666666667,140.24667800470456,141.22665532862885,98.73499168277401,100.14779578095096
2020-07-01- 15:15:00,100.14,100.19666666666667,60.890049215481966,0.20286778931694016,0.21240394300511217,27.766860227942313,140.84000000000006,140.1029789691221,141.57702103087803,98.8914925144966,100.14389789047547
2020-07-01- 15:20:00,100.03,100.15666666666668,46.218692446386555,0.17888335254558285,0.20569982491320632,19.865642039148153,141.30333333333337,140.4867823211288,142.11988434553794,99.06182833790197,100.08694894523774
2020-07-01- 15:25:00,99.48,99.88333333333334,16.464851563039453,0.11937621543809485,0.18843510301818403,34.2403729536494,141.61000000000004,141.18073706585088,142.0392629341492,99.21342722073275,99.78347447261888
2020-07-01- 15:30:00,99.53,99.68000000000002,23.206247642691043,0.07955096399339823,0.16665827521322688,44.04311743155187,141.67000000000004,141.4071946221362,141.9328053778639,99.34835022645215,99.65673723630944
2020-07-01- 15:35:00,99.74,99.58333333333336,49.08988170035526,0.06498046641036126,0.14632271345265374,33.02000917205202,141.59000000000006,141.39747294576327,141.78252705423685,99.411,99.69836861815472
2020-07-01- 15:40:00,100.14,99.80333333333334,74.06529343123103,0.08052020846561447,0.1331622124552459,37.86921429333649,141.60000000000005,141.38030323939307,141.81969676060703,99.411,99.91918430907737
2020-07-01- 15:45:00,100.32,100.06666666666668,80.51692798142096,0.10030208286212883,0.1265901865366225,46.337982747060856,141.71666666666673,141.48323811477164,141.9500952185618,99.49,100.11959215453868
2020-07-01- 15:50:00,100.36,100.27333333333335,82.00878645076978,0.11262683497395187,0.12379751622408837,53.22018862312465,142.0933333333334,141.24632552806818,142.9403411385986,99.5945,100.23979607726935
2020-07-01- 15:55:00,100.21,100.29666666666668,57.32003363226803,0.10663109627920164,0.12036423223511103,42.07930029121062,142.3333333333334,141.61290136419458,143.05376530247221,99.687505,100.22489803863468
2020-07-01- 16:00:00,100.37,100.31333333333335,71.19488549194938,0.10997984615430312,0.11828735501894945,34.65204140326794,142.7133333333334,142.29561466147322,143.13105200519357,99.77027945,100.29744901931734
2020-07-01- 16:05:00,100.56,100.38000000000001,81.75814829298832,0.12141518252836647,0.11891292052083285,42.920125797273165,142.68666666666675,142.25636961176122,143.1169637215723,99.8439487105,100.42872450965868
2020-07-01- 16:10:00,100.52,100.48333333333335,73.27281326360563,0.12205501304708832,0.11954133902608395,48.43218205994332,142.9900000000001,142.36113859510488,143.6188614048953,99.93467486524,100.47436225482934
2020-07-01- 16:15:00,100.67,100.58333333333336,83.12459352875865,0.1285596873868542,0.121345008698238,58.023925180608025,143.11333333333343,142.4010911773354,143.82557548933147,100.0145138814112,100.57218112741467
2020-07-01- 16:20:00,100.65,100.61333333333334,77.41730885923576,0.12707781708442667,0.12249157037547573,64.4184205943845,143.18333333333342,142.6689188874604,143.69774777920645,100.10622707682775,100.61109056370734
2020-07-01- 16:25:00,100.73,100.68333333333335,84.0060987750822,0.1272281138226674,0.12343887906491406,71.62726086795563,143.0600000000001,142.62151776938722,143.49848223061295,100.18601755684014,100.67054528185366
2020-07-01- 16:30:00,100.93,100.77000000000002,92.36243726610083,0.13665256163081096,0.12608161557809344,79.42910588662053,142.91666666666674,142.76146071057144,143.07187262276204,100.27057509888252,100.80027264092683
2020-07-01- 16:35:00,101.26,100.97333333333336,96.66934888666691,0.16074719611546584,0.13301473168556793,85.34481342619273,143.07666666666674,142.75238969327336,143.40094364006012,100.39048883405013,101.03013632046341
2020-07-01- 16:40:00,101.15,101.11333333333334,75.4077028079791,0.16358735056724072,0.1391292554619025,89.28861845257421,143.17000000000007,142.81635234118218,143.52364765881796,100.53441062060212,101.09006816023171
2020-07-01- 16:45:00,100.78,101.06333333333335,35.74320841733699,0.1345646368109641,0.13821633173171483,75.86965268384157,143.27666666666676,143.22417328165707,143.32916005167644,101.29,100.93503408011586
2020-07-01- 16:50:00,100.52,100.81666666666668,22.994370126797868,0.09308594017441862,0.12919025342025559,67.20950324599819,143.30666666666676,143.18194475413105,143.43138857920246,101.28120000000001,100.72751704005793
2020-07-01- 16:55:00,100.879,100.72633333333334,55.711725827258974,0.08715257776661645,0.12078271828952776,59.035515014162456,143.23000000000008,142.96018524888055,143.4998147511196,101.26357600000001,100.80325852002898
2020-07-01- 17:00:00,100.62,100.673,38.164405775851975,0.0625587383096331,0.10913792229354882,46.3249233210513,143.05666666666673,142.50959364701973,143.60373968631373,101.24630448000002,100.71162926001449
2020-07-01- 17:05:00,100.221,100.57333333333334,22.088085480391157,0.01695223752821562,0.09070078534048218,53.32096263884622,142.8603333333334,142.57032030691445,143.15034635975232,101.22937839040002,100.46631463000725
2020-07-01- 17:10:00,100.47,100.43700000000001,44.12181985038815,0.003383780175383322,0.0732373843074624,60.00164755830563,142.78700000000006,142.68704000833418,142.88695999166595,101.19909703868801,100.46815731500362
2020-07-01- 17:15:00,100.53,100.407,49.30387640485592,-0.0015590090286394798,0.05827810564024203,45.55957826294959,142.9003333333334,142.67229629947164,143.12837036719517,101.1567331571405,100.49907865750181
2020-07-01- 17:20:00,100.8,100.60000000000001,68.82127742040116,0.013702882145764761,0.04936306094134658,40.35710455612551,143.09666666666672,142.64460963982856,143.54872369350488,101.11606383085487,100.6495393287509
2020-07-01- 17:25:00,100.77,100.7,64.67164264763862,0.021227276093156888,0.04373590397170864,38.907715519003304,143.22666666666672,142.95718156100955,143.49615177232388,101.07702127762067,100.70976966437544
2020-07-01- 17:30:00,100.91,100.82666666666667,75.15710166086943,0.03502615839722978,0.041993954856812864,44.81608904697768,143.12666666666672,142.59191854324393,143.6614147900895,101.03954042651584,100.80988483218772
2020-07-01- 17:35:00,101.15,100.94333333333334,85.91033591031527,0.05932025501113003,0.0454592148876763,56.3228757816802,143.00400000000005,142.6194032415318,143.38859675846828,100.14,100.97994241609386
2020-07-01- 17:40:00,100.69,100.91666666666669,38.27692239554787,0.041827643209643384,0.044732900552069715,40.2344788797938,143.2473333333334,142.21701773984896,144.27764892681782,100.1505,100.83497120804694
2020-07-01- 17:45:00,100.85,100.89666666666669,52.12596449718332,0.03982557755533378,0.04375143595272253,27.57360244322894,143.47400000000007,142.70661830451,144.24138169549016,100.160895,100.84248560402347
2020-07-01- 17:50:00,100.95,100.83000000000003,60.44613721781904,0.043984027421970495,0.043797954246572124,33.26195105477938,143.52666666666673,142.87811271967803,144.17522061365543,100.17118605,100.89624280201173
2020-07-01- 17:55:00,101.09,100.96333333333337,71.02207492991297,0.054789707165923573,0.04599630483044241,38.772915041045025,143.3433333333334,143.1110499815826,143.57561668508419,100.1813741895,100.99312140100587
2020-07-01- 18:00:00,101.3,101.11333333333336,81.90696305728896,0.07438695940200546,0.05167443574475502,51.27927200252618,143.24666666666675,143.01438331500995,143.47895001832356,100.19146044760501,101.14656070050293
2020-07-01- 18:05:00,101.3,101.23000000000003,81.90696305728898,0.0847411524325139,0.0582877790823068,62.23270859884894,143.4233333333334,142.96570660538268,143.88096006128413,100.2144312386529,101.22328035025146
2020-07-01- 18:10:00,101.3,101.30000000000003,81.90696305728898,0.08865831699336013,0.06436188666451746,69.53499966306411,143.5600000000001,142.97325758074737,144.1467424192528,100.25269830149333,101.26164017512573
2020-07-01- 18:15:00,101.28,101.29333333333336,73.08311152758701,0.08683770505500377,0.06885705034261472,74.40319370587423,143.7133333333334,143.54180426249735,143.88486240416944,100.28981735244852,101.27082008756287
2020-07-01- 18:20:00,101.16,101.24666666666671,37.10609565392783,0.07446558591421137,0.06997875745693405,52.88680528415329,143.55000000000007,143.0528078843183,144.04719211568184,100.32582283187507,101.21541004378143
2020-07-01- 18:25:00,101.22,101.22000000000003,54.06543641659468,0.06787998320055522,0.06955900260565828,38.54254633633932,143.48000000000008,143.11230447393558,143.84769552606457,100.36074814691882,101.21770502189071
2020-07-01- 18:30:00,101.14,101.17333333333336,35.12339181736851,0.05575509993769856,0.06679822207206634,45.16171140554909,143.25333333333342,142.6961180349293,143.81054863173753,100.39462570251126,101.17885251094535
2020-07-01- 18:35:00,100.84,101.0666666666667,11.823105936865266,0.025356498134357253,0.058509877284524524,43.72164042768134,143.1533333333334,142.50745752833794,143.79920913832885,100.43924067441081,101.00942625547268
2020-07-01- 18:40:00,100.64,100.87333333333338,7.107864459787301,-0.00919152179208993,0.04496959746920163,45.8083160245983,142.94666666666672,142.88484254384355,143.00849078948988,100.48207104743437,100.82471312773635
2020-07-01- 18:45:00,100.74,100.74000000000005,28.495659992925997,-0.02477640595591879,0.031020396784177548,51.34643975175353,142.95000000000005,142.89112159476227,143.00887840523782,101.51,100.78235656386818
2020-07-01- 18:50:00,101.02,100.80000000000005,63.648429447557305,-0.015040768834481355,0.021808163660445766,38.42676723771931,142.68000000000006,141.872865149678,143.48713485032212,101.5001,100.90117828193408
2020-07-01- 18:55:00,101.21,100.99000000000005,75.77201847491746,0.004872112650048166,0.018420953458366245,40.418870834704244,142.42666666666673,141.69412163587708,143.15921169745639,101.49029900000001,101.05558914096704
2020-07-01- 19:00:00,101.53,101.25333333333337,86.85084148287775,0.039690945331301464,0.02267495183295329,50.170545134408066,142.20000000000007,142.07038518643412,142.32961481356602,100.52,101.29279457048352
2020-07-01- 19:05:00,101.77,101.50333333333337,91.31743856452904,0.07765920460593634,0.033671802387549896,60.11776371425375,142.34666666666672,142.05806852250987,142.63526481082357,100.5303,101.53139728524175
2020-07-01- 19:10:00,101.57,101.62333333333338,64.10001724005583,0.08631663320184657,0.044200768550409233,54.53135013237335,142.57000000000005,142.0466772825519,143.0933227174482,100.555094,101.55069864262087
2020-07-01- 19:15:00,101.68,101.67333333333336,71.18535393957507,0.09658462866406126,0.05467754057313964,50.80707441111974,142.90666666666672,142.31871353177226,143.49461980156119,100.59184118,101.61534932131045
2020-07-01- 19:20:00,102,101.75000000000004,84.51842091752113,0.12192050162076384,0.06812613278266448,59.111125018938985,143.1066666666667,142.7984099194782,143.41492341385523,100.6274859446,101.80767466065522
2020-07-01- 19:25:00,101.93,101.87000000000005,73.37754650746263,0.12963999060522724,0.08042890434717703,65.60294222698285,142.9866666666667,142.3474310120124,143.625902321321,100.683586506816,101.86883733032761
2020-07-01- 19:30:00,102.11,102.01333333333338,82.350919389922,0.14259589393329009,0.09286230226439965,73.0572788415841,142.74333333333337,142.1682198180101,143.31844684865663,100.7534071814752,101.98941866516381
2020-07-01- 19:35:00,102.17,102.07000000000005,84.89634143765468,0.150349919407887,0.10435982569309712,78.02683658465158,142.6533333333334,142.3327782593202,142.97388840734658,100.84620275058668,102.0797093325819
2020-07-01- 19:40:00,102.19,102.15666666666671,85.91223851150905,0.15168034918491458,0.11382393039146062,83.23546393091318,142.94333333333338,142.22735692159986,143.6593097450669,100.93343058555148,102.13485466629095
2020-07-01- 19:45:00,102.38,102.24666666666671,92.8067829849568,0.16036173120278363,0.12313149055372521,87.17525566137998,143.2833333333334,142.69993333720444,143.86673332946233,101.03469044456287,102.25742733314547
2020-07-01- 19:50:00,101.64,102.07000000000004,24.048666775285703,0.10999437642129806,0.12050406772723979,66.18975138594367,143.62000000000006,143.21900124699636,144.02099875300377,101.14871520899784,101.94871366657273
2020-07-01- 19:55:00,101.19,101.7366666666667,14.35058409906928,0.042316907841296825,0.1048666357500512,65.75765309425552,143.7233333333334,143.45384822770322,143.99281843896355,102.46,101.56935683328636
2020-07-01- 20:00:00,101.1,101.31000000000002,12.801811805882474,-0.009823542688835118,0.08192860006227394,69.10794883423554,143.7366666666667,143.498712422844,143.97462091048942,102.44659999999999,101.33467841664319
2020-07-01- 20:05:00,101.16,101.15000000000002,21.29587499682495,-0.03969978645007188,0.057602922759804775,71.34147932755558,143.84666666666672,143.30967918498095,144.3836541483525,102.41468799999998,101.24733920832159
2020-07-01- 20:10:00,101.25,101.17000000000002,35.4447553951177,-0.05185082596985069,0.03571217301387368,58.89211134552455,143.95666666666673,143.4335138316338,144.47981950169967,102.38341423999998,101.2486696041608
2020-07-01- 20:25:00,101.1,101.17000000000002,24.454227771597736,-0.06833139638987973,0.014903459133122996,55.23703087322176,144.12333333333342,143.98066043665304,144.2660062300138,102.35276595519998,101.1743348020804
2020-07-01- 20:30:00,101.26,101.20333333333336,49.50553203616739,-0.06590129670426847,-0.0012574920343552988,39.967823998742716,144.0833333333334,144.03619288222703,144.13047378443977,102.32273063609598,101.2171674010402
2020-07-01- 20:35:00,101.23,101.1966666666667,45.28233342476987,-0.06410024659651015,-0.01382604294678627,29.78835274909002,144.13000000000008,144.04514718690075,144.2148528130994,102.29329602337407,101.2235837005201
2020-07-01- 20:40:00,101.28,101.2566666666667,54.90063170917027,-0.05730467527440908,-0.022521769412310832,26.83446514634503,144.26000000000008,143.92653336014308,144.59346663985707,102.2644501029066,101.25179185026005
2020-07-01- 20:45:00,101.14,101.2166666666667,31.583342696135315,-0.06044589157441749,-0.030106593844732164,31.160763052968417,144.36000000000004,144.10860389830805,144.61139610169204,102.23618110084846,101.19589592513003
2020-07-01- 20:50:00,101.03,101.15000000000002,21.04769621742105,-0.06796802908556288,-0.03767888089289831,40.089513221039944,144.4166666666667,144.30793662406356,144.52539670926987,102.20847747883148,101.11294796256502
2020-07-01- 20:55:00,100.93,101.03333333333335,14.466913459229092,-0.07743240918826189,-0.045629586551971024,50.69354015405819,144.35333333333338,144.27114114696695,144.4355255196998,102.18132792925485,101.02147398128251
2020-07-01- 21:10:00,100.75,100.90333333333335,7.844618013255975,-0.09332153424087153,-0.055167976089751124,62.18895133171949,144.31033333333338,144.2362103127803,144.38445635388646,102.15472137066975,100.88573699064125
2020-07-01- 21:25:00,100.74,100.80666666666667,7.556371077050566,-0.10127176066896482,-0.06438873300559386,70.0397281802109,144.23700000000005,144.09779272081963,144.37620727918048,102.11257972954965,100.81286849532063
2020-07-01- 21:35:00,100.73,100.74000000000001,7.161644027445297,-0.10372543923551802,-0.07225607425157869,52.83759269640066,144.1636666666667,144.0041646640818,144.3231686692516,102.05767654036767,100.77143424766032
2020-07-01- 21:40:00,100.8,100.75666666666667,40.04608475580577,-0.09700775968580899,-0.07720641133842475,41.3695023738605,144.10000000000005,144.04343145821966,144.15656854178044,101.99129271334928,100.78571712383015
2020-07-01- 21:50:00,100.9,100.81000000000002,65.91639922126554,-0.08243261127493895,-0.07825165132572759,39.26351182921038,144.10333333333338,144.0373367008275,144.16932996583927,101.92822807768182,100.84285856191508
2020-07-01- 22:00:00,101.03,100.91000000000001,81.49070401824467,-0.06113332176437325,-0.07482798541345673,48.3048320114651,144.1266666666667,144.0606700339403,144.19266329939308,101.86831667379774,100.93642928095754
2020-07-01- 22:05:00,100.78,100.90333333333335,35.15396662410698,-0.062119829633005,-0.07228635425736638,36.115261957044616,144.0666666666667,143.8309644063192,144.3023689270142,101.81140084010785,100.85821464047876
