time,o,c,h,l,t,rsi,macd,macdSignal,macdHist,adx,Middle bband,Lower bband,Upper bband,Parabolic sar,ema
2021-01-12- 10:25:00,184.1,183.9,184.1,183.9,1610447100,62.42109659334698,0.12260943716066208,0.128323558388854,-0.005714121228191926,63.14578796120005,183.94000000000025,183.85359012370955,184.02640987629096,182.64006611395442,183.89513198753946
2021-01-12- 10:35:00,183.77,183.5,183.77,183.5,1610447700,20.593125757744517,0.08544072202937514,0.11974699111695823,-0.034306269087583094,53.909482213440015,183.77333333333357,183.386436849786,184.16022981688113,182.73366214711714,183.69756599376973
2021-01-12- 10:55:00,183.99,183.99,183.99,183.99,1610448900,64.41223135962153,0.09156248311290938,0.11411008951614846,-0.02254760640323908,39.19797988732824,183.79666666666694,183.3707297907567,184.22260354257716,182.8216424182901,183.84378299688487
2021-01-12- 11:00:00,183.88,184,184.05,183.88,1610449200,65.00342014990035,0.09314475380503495,0.10991702237392575,-0.016772268568890802,30.20057866040293,183.83000000000027,183.36323810491635,184.2967618950842,182.90434387319272,183.92189149844245
2021-01-12- 11:10:00,183.63,183.54,183.64,183.54,1610449800,30.287154763764836,0.059548649771500095,0.09984334785344062,-0.04029469808194053,38.29108276840872,183.8433333333336,183.4142775223294,184.27238914433778,182.98208324080116,183.73094574922123
2021-01-12- 11:15:00,183.71,183.73,183.73,183.7,1610450100,47.61938392285066,0.0483939949880039,0.08955347728035327,-0.04115948229234938,35.42163018834936,183.75666666666692,183.37918966212274,184.1341436712111,183.0551582463531,183.7304728746106
2021-01-12- 11:20:00,183.75,183.72,183.76,183.71,1610450400,46.70269659123584,0.038714641156531115,0.07938571005558884,-0.04067106889905772,30.297764416680113,183.6633333333336,183.48872265514692,183.8379440115203,183.12384875157193,183.72523643730528
2021-01-12- 11:40:00,183.55,183.55,183.55,183.55,1610451600,31.325536037355572,0.019396959022770943,0.06738795984902526,-0.04799100082625432,36.815329687613705,183.66666666666697,183.50147317738472,183.83186015594922,183.1884178264776,183.63761821865265
2021-01-12- 11:55:00,183.61,183.61,183.61,183.5,1610452500,41.51941530751292,0.010123032865578807,0.05593497445233597,-0.045811941586757166,32.502757512175684,183.62666666666698,183.4858752528316,183.76745808050237,183.24911275688893,183.62380910932632
2021-01-12- 12:00:00,183.65,183.88,183.9,183.61,1610452800,70.78825416690788,0.02213513162143954,0.049175005886156684,-0.027039874264717143,36.70333211681734,183.6800000000003,183.39294599808798,183.9670540019126,183.3061659914756,183.75190455466316
2021-01-12- 12:05:00,183.91,183.89,183.99,183.89,1610453100,71.57851073368447,0.02996753399509089,0.04533351150794353,-0.015365977512852638,43.270676133172,183.7933333333336,183.5339323137934,184.0527343528738,183.35979603198706,183.82095227733157
2021-01-12- 12:10:00,183.84,183.64,183.89,183.61,1610453400,35.53207047707426,0.017003643796698498,0.03966753796569452,-0.022663894168996022,35.59022957566214,183.8033333333336,183.57220085553723,184.03446581112996,183.41020827006784,183.73047613866578
2021-01-12- 12:15:00,183.52,183.64,183.68,183.46,1610453700,35.53207047707425,0.007890531655988298,0.03331213670375328,-0.02542160504776498,37.98169121329749,183.72333333333358,183.48763107273913,183.95903559392804,183.45759577386377,183.68523806933288
2021-01-12- 12:20:00,183.6,183.84,183.84,183.59,1610454000,66.18461626140073,0.01529846531872181,0.029709402426746984,-0.014410937108025174,25.880244747877015,183.70666666666693,183.5181048582284,183.89522847510545,183.46,183.76261903466644
2021-01-12- 12:25:00,183.84,183.99,184.05,183.84,1610454300,77.96904745091638,0.029907157889283553,0.029748953519254297,0.00015820437002925583,30.266306541781603,183.8233333333336,183.53658915764328,184.11007750902394,183.46,183.87630951733323
2021-01-12- 12:30:00,184,183.8,184.08,183.8,1610454600,46.90891542547326,0.025507505721577672,0.02890066395971897,-0.0033931582381412986,28.651459910003926,183.87666666666692,183.71309541109525,184.0402379222386,183.5044,183.83815475866663
2021-01-12- 12:35:00,183.75,183.77,183.77,183.71,1610454900,42.86465329227804,0.019688674612183377,0.027058266090211853,-0.007369591478028476,21.0127786304753,183.85333333333358,183.65851147712286,184.0481551895443,183.546136,183.8040773793333
2021-01-12- 12:40:00,183.77,183.92,183.94,183.77,1610455200,65.3013132800699,0.025442480647456023,0.026735109001660685,-0.0012926283542046627,26.65632022191163,183.83000000000024,183.7003851856484,183.95961481435208,183.58536784,183.86203868966663
2021-01-12- 12:45:00,183.93,184.01,184.01,183.9,1610455500,74.36229100245711,0.034513191263926046,0.028290725454113756,0.00622246580981229,34.62365060430296,183.90000000000023,183.70201010097588,184.09798989902458,183.6222457696,183.9360193448333
2021-01-12- 12:50:00,184.06,183.95,184.1,183.85,1610455800,58.964662370109735,0.03520030196827406,0.02967264075694582,0.005527661211328243,44.57663381704958,183.96000000000026,183.88516685204326,184.03483314795727,183.656911023424,183.94300967241665
2021-01-12- 12:55:00,183.94,183.86,183.94,183.86,1610456100,40.22447342853644,0.028295227749168816,0.02939715815539042,-0.0011019304062216025,51.21195595888066,183.94000000000028,183.81671171984573,184.06328828015484,183.68949636201856,183.90150483620835
2021-01-12- 13:00:00,183.78,183.71,183.8,183.7,1610456400,22.414775550910424,0.012527094194751953,0.026023145363262726,-0.013496051168510773,41.69191296620259,183.8400000000003,183.64201010119643,184.03798989880414,184.2,183.8057524181042
2021-01-12- 13:05:00,183.6,183.68,183.72,183.57,1610456700,19.786577334785505,-0.0003297832451494287,0.020752559641580296,-0.021082342886729725,45.46056413111273,183.7500000000003,183.59251984247632,183.9074801575243,184.195,183.7428762090521
2021-01-12- 13:10:00,183.71,183.15,183.74,183.13,1610457000,4.817531159965572,-0.045019188628856455,0.007598209987492947,-0.0526173986163494,58.40365765693925,183.51333333333363,182.9989188873333,184.02774777933396,184.1825,183.44643810452607
2021-01-12- 13:15:00,183.28,183.37,183.49,183.28,1610457300,35.295976418921654,-0.05784831221885156,-0.0054910944537759545,-0.052357217765075605,67.03238667415692,183.4000000000003,182.9651820303828,183.83481796961777,184.150925,183.40821905226304
2021-01-12- 13:20:00,183.35,182.67,183.35,182.66,1610457600,13.960478816367939,-0.11217693843727261,-0.02682826325047529,-0.08534867518679731,76.33816526988475,183.06333333333362,182.47879172751476,183.64787493915247,184.12029725,183.0391095261315
2021-01-12- 13:25:00,182.64,182.53,182.67,182.44,1610457900,11.817472585151584,-0.1536692159164943,-0.05219645378367909,-0.1014727621328152,82.98868100568619,182.85666666666694,182.12175926504668,183.5915740682872,184.06188536,182.78455476306576
2021-01-12- 13:30:00,182.59,182.82,182.87,182.59,1610458200,40.29467880332698,-0.15589339114927725,-0.07293584125679872,-0.08295754989247853,70.03860658489837,182.67333333333363,182.43650240433493,182.91016426233233,183.980791092,182.80227738153286
2021-01-12- 13:35:00,182.79,182.76,182.9,182.62,1610458500,36.62416331002395,-0.15613004010933196,-0.08957468102730537,-0.06655535908202659,58.69507577661739,182.70333333333363,182.4533555564347,182.95331111023256,183.9037515374,182.78113869076643
2021-01-12- 13:40:00,182.75,182.16,182.75,182.06,1610458800,15.476891233282128,-0.19197364531862604,-0.1100544738855695,-0.08191917143305653,64.19376537212383,182.5800000000003,181.98401342292908,183.1759865770715,183.83056396053001,182.4705693453832
2021-01-12- 13:45:00,182.12,182.2,182.37,182.05,1610459100,20.090944847039868,-0.20626478224033917,-0.12929653555652343,-0.07696824668381574,67.99300182385461,182.37333333333365,181.82552963773884,182.92113702892846,183.7243301228982,182.3352846726916
2021-01-12- 13:50:00,182.21,182.59,182.6,182.08,1610459400,55.56579018302047,-0.1819516062917046,-0.13982754970355965,-0.04212405658814494,49.59412406372979,182.31666666666698,181.92873769258517,182.70459564074878,183.60712701429534,182.46264233634582
2021-01-12- 13:55:00,182.39,181.4,182.39,180.65,1610459700,18.327171235454838,-0.24109758087962518,-0.16008155593877277,-0.08101602494085242,59.69099882267932,182.06333333333365,181.07266576939077,183.05400089727652,183.49812812329466,181.93132116817293
2021-01-12- 14:00:00,181.3,181.79,181.91,180.98,1610460000,38.56664476605211,-0.24511339045017166,-0.17708792284105254,-0.06802546760911912,66.42224866197901,181.926666666667,180.9359991027388,182.91733423059517,183.2702778734311,181.86066058408647
2021-01-12- 14:05:00,181.74,181.76,181.9,181.19,1610460300,37.494539223401915,-0.24142761075043495,-0.18995586042292903,-0.05147175032750592,70.90974855484546,181.65000000000032,181.29559909702672,182.0044009029739,183.0606556435566,181.81033029204323
2021-01-12- 14:10:00,181.76,181.45,181.82,181.44,1610460600,26.20381306329213,-0.2519445724608431,-0.20235360283051185,-0.04959096963033127,73.90141515008978,181.66666666666697,181.35927621639118,181.97405711694276,182.86780319207207,181.63016514602162
2021-01-12- 14:15:00,181.38,181.75,181.82,181.31,1610460900,48.650091559691006,-0.22973968153655733,-0.20783081857172095,-0.02190886296483638,77.64913132269369,181.65333333333365,181.36566067983077,181.94100598683653,182.6903789367063,181.6900825730108
2021-01-12- 14:20:00,181.71,182.2,182.3,181.71,1610461200,69.51393496839606,-0.17650262745692658,-0.20156518034876209,0.02506255289183551,59.89135717812186,181.80000000000032,181.18355859969964,182.416441400301,182.5271486217698,181.9450412865054
2021-01-12- 14:25:00,182.2,182.12,182.2,181.8,1610461500,62.71847493308409,-0.14090208323506204,-0.18943256092602206,0.04853047769096003,48.05284108174063,182.02333333333368,181.6313015886352,182.41536507803215,182.37697673202823,182.0325206432527
2021-01-12- 14:30:00,182.14,183.28,183.46,181.85,1610461800,88.07453128222843,-0.03333926068785331,-0.15821390087838832,0.12487464019053501,59.75901735157682,182.53333333333367,181.47536883067949,183.59129783598786,180.65,182.65626032162635
2021-01-12- 14:35:00,183.3,183.42,184.01,183.04,1610462100,89.38189481670356,0.04816240067015087,-0.11693864056868047,0.16510104123883135,69.45542968409781,182.94000000000037,181.77472463915217,184.10527536084857,180.6781,183.03813016081318
2021-01-12- 14:40:00,183.47,182.68,183.62,182.51,1610462400,47.818459603919635,0.04955537778030816,-0.08363983689888274,0.1331952146791909,55.28631331269103,183.126666666667,182.48472516707295,183.76860816626106,180.744738,182.8590650804066
2021-01-12- 14:45:00,182.94,181.42,183.04,181.28,1610462700,21.85827305366184,-0.037375923703791614,-0.07438705425986451,0.0370111305560729,50.426600499562205,182.506666666667,180.8553776079179,184.15795572541612,180.81004324,182.13953254020328
2021-01-12- 14:50:00,181.43,181.02,181.46,179.62,1610463000,17.36824652295051,-0.12065974010945979,-0.08364159142978357,-0.03701814867967622,57.44385259652307,181.70666666666702,180.29195036217027,183.12138297116377,184.01,181.57976627010163
2021-01-12- 14:55:00,180.99,181.58,181.69,180.97,1610463300,42.27096075256733,-0.13305473927866274,-0.0935242209995594,-0.03953051827910334,56.55712616018934,181.34000000000034,180.86897275380383,181.81102724619686,183.96609999999998,181.5798831350508
2021-01-12- 15:00:00,181.6,181.35,181.62,180.58,1610463600,35.651680229461356,-0.15238974764542945,-0.10529732632873341,-0.04709242131669604,58.95745711913609,181.31666666666703,180.85700495534945,181.7763283779846,183.92263899999998,181.4649415675254
2021-01-12- 15:05:00,181.36,181.27,181.51,180.69,1610463900,32.958935098762666,-0.16537467630919878,-0.11731279632482648,-0.048061879984372294,60.55767775843392,181.40000000000035,181.1371946220534,181.66280537794728,183.87961260999998,181.3674707837627
2021-01-12- 15:10:00,181.35,181.1,181.96,180.78,1610464200,26.563729759493715,-0.17989040965855452,-0.1298283189915721,-0.05006209066698242,43.06219739944357,181.24000000000035,181.0315133897465,181.4484866102542,183.8370164839,181.23373539188134
2021-01-12- 15:15:00,181.11,182.48,182.52,180.55,1610464500,78.16130981612469,-0.08893442529330287,-0.12164954025191825,0.032715114958615385,40.00550188135518,181.61666666666702,180.38786417824593,182.8454691550881,183.79484631906098,181.85686769594065
2021-01-12- 15:20:00,182.43,182.31,182.46,182,1610464800,69.17962117509884,-0.03765794241041931,-0.10485122068361846,0.06719327827319915,37.96770486929626,181.96333333333368,180.7345308449126,183.19213582175476,183.75309785587038,182.08343384797033
2021-01-12- 15:25:00,182.32,181.89,182.77,181.57,1610465100,48.51812376297013,-0.03134237872131962,-0.0901494522911587,0.05880707356983908,31.93369889817363,182.226666666667,181.73072760231105,182.72260573102295,183.71176687731167,181.98671692398517
2021-01-12- 15:30:00,182,182.3,182.55,181.98,1610465400,64.18228928343218,0.0019197402440340738,-0.07173561378412015,0.07365535402815422,27.911028250758545,182.16666666666697,181.77531573003927,182.55801760329467,183.67084920853856,182.1433584619926
2021-01-12- 15:35:00,182.36,182.27,182.55,182.07,1610465700,62.10818590583411,0.021693280409465387,-0.05304983494540304,0.07474311535486843,25.229247819148487,182.15333333333365,181.7801190665591,182.5265476001082,183.63034071645316,182.20667923099631
2021-01-12- 15:40:00,182.28,181.67,182.29,181.5,1610466000,31.535407907823434,-0.007060655734989041,-0.04385199910332024,0.036791343368331196,40.60023732108806,182.0800000000003,181.4996552747918,182.6603447252088,183.59023730928863,181.93833961549814
2021-01-12- 15:45:00,181.75,182.18,182.44,181.06,1610466300,57.935743974709716,0.009128998451501502,-0.03325579959235589,0.04238479804385739,54.922144478643816,182.0400000000003,181.5116062074098,182.5683937925908,183.55053493619573,182.05916980774907
2021-01-12- 15:50:00,182.2,182.04,182.47,181.86,1610466600,49.99724137224142,0.009898976045946029,-0.024624844464695504,0.03452382051064153,61.91238947867064,181.96333333333362,181.53303627829283,182.39363038837442,183.51122958683376,182.04958490387452
2021-01-12- 15:55:00,182.11,181.44,182.11,181.31,1610466900,26.58212923297273,-0.030958354119945852,-0.025891546395745573,-0.005066807724200279,70.86985798398992,181.886666666667,181.24472516709562,182.52860816623837,183.47231729096544,181.74479245193726
2021-01-12- 16:00:00,181.49,181.95,182.15,180.9,1610467200,54.031037914452625,-0.021917166139530764,-0.025096670344502612,0.003179504204971848,78.24044644321708,181.81000000000031,181.2816062074649,182.33839379253573,183.43379411805577,181.84739622596862
2021-01-12- 16:05:00,181.91,182.28,182.43,181.89,1610467500,66.27062184079603,0.0073464247925016934,-0.01860805131710175,0.025954476109603445,65.32847601419347,181.89000000000033,181.19891389826415,182.5810861017365,183.3956561768752,182.0636981129843
2021-01-12- 16:10:00,182.3,182.69,182.69,182.27,1610467800,77.45674774448459,0.05438839746426538,-0.004008761560828324,0.05839715902509371,43.770480735457035,182.30666666666698,181.70128340878983,182.91204992454414,183.35789961510645,182.37684905649215
2021-01-12- 16:15:00,182.7,182.62,183.11,182.57,1610468100,71.39311174688466,0.07870188725803473,0.01253336820294429,0.06616851905509044,42.480430646107386,182.53000000000034,182.17185663946478,182.8881433605359,183.32052061895538,182.49842452824606
2021-01-12- 16:20:00,182.67,182.54,182.82,182.37,1610468400,62.94570900290623,0.08654232456646582,0.027335159475648595,0.05920716509081723,31.198843270635887,182.61666666666702,182.49410149129238,182.73923184204165,183.28351541276584,182.51921226412304
2021-01-12- 16:25:00,182.53,182.12,182.53,182.01,1610468700,32.58415797227769,0.060025609818467274,0.03387324954421233,0.026152360274254945,31.547995089793773,182.42666666666705,181.98808308796018,182.86525024537391,183.24688025863819,182.31960613206152
2021-01-12- 16:30:00,182.17,182.14,182.3,181.33,1610469000,34.829491683859224,0.04188980234093265,0.03547656010355639,0.006413242237376257,43.435083707739494,182.26666666666702,181.8797701832699,182.65356315006414,183.2106114560518,182.22980306603074
2021-01-12- 16:35:00,182.06,181.81,182.3,181.81,1610469300,19.09180039116486,0.005958038365434959,0.029572855755932104,-0.023614817390497145,51.35980945303664,182.02333333333368,181.72119282150985,182.32547384515752,183.1747053414913,182.01990153301537
2021-01-12- 16:40:00,181.81,181.44,181.9,181.28,1610469600,10.848052439830841,-0.043192200776246636,0.015019844449496354,-0.05821204522574299,61.835394119125944,181.796666666667,181.22480809829543,182.36852523503856,183.13915828807637,181.72995076650767
2021-01-12- 16:45:00,181.34,180.99,181.37,180.75,1610469900,6.068044452730996,-0.10483151368907784,-0.008950427178218485,-0.09588108651085936,71.20653442681271,181.41333333333367,180.74274486869115,182.0839217979762,183.1039667051956,181.35997538325384
2021-01-12- 16:50:00,180.98,180.38,181.04,180.1,1610470200,3.200524032491813,-0.18352297556543817,-0.04386493685566242,-0.13965803870977575,78.90658780528716,180.93666666666704,180.06789998018806,181.80543335314601,183.06912703814365,180.86998769162693
2021-01-12- 16:55:00,180.4,180.68,180.71,180.03,1610470500,28.22280630262502,-0.2085242632767006,-0.07679680213987006,-0.13172746113683054,84.16417283139235,180.6833333333337,180.18524811083896,181.18141855582846,183.0346357677622,180.77499384581347
2021-01-12- 17:00:00,180.69,179.38,180.85,179.3,1610470800,10.530016452507663,-0.3067379564447208,-0.1227850330008402,-0.1839529234438806,88.56647061922467,180.14666666666702,179.0351111999585,181.25822213337554,183.00048941008458,180.07749692290673
2021-01-12- 17:05:00,179.42,178.07,179.42,177.92,1610471100,5.406721701495906,-0.4504602004460878,-0.18832006648988975,-0.26214013395619806,92.01769764002586,179.376666666667,177.2456053765406,181.50772795679342,182.9264796218829,179.07374846145336
2021-01-12- 17:10:00,178.11,177.14,178.14,176.9,1610471400,3.5614787310361606,-0.5932360293890042,-0.26930325906971264,-0.3239327703192916,94.46074844221613,178.19666666666703,176.3589627853092,180.03437054802487,182.77628523322642,178.10687423072667
2021-01-12- 17:15:00,177.1,177.82,177.93,176.4,1610471700,29.827914750160435,-0.6204223089706318,-0.3395270690498965,-0.2808952399207353,96.13846482007999,177.67666666666705,176.89073480647906,178.46259852685503,182.54123382389736,177.96343711536332
2021-01-12- 17:20:00,177.8,177.4,177.99,177.08,1610472000,23.81778758428141,-0.6458210636022557,-0.4007858679603683,-0.24503519564188736,94.66709963111782,177.45333333333372,176.89301596296315,178.0136507037043,182.2341721327025,177.68171855768168
2021-01-12- 17:25:00,177.41,178.4,178.44,177.28,1610472300,55.69820759167907,-0.5720810623392367,-0.435044906836142,-0.13703615550309473,74.2159614015691,177.8733333333337,177.0533604340465,178.6933062326209,181.94246352606737,178.04085927884086
2021-01-12- 17:30:00,178.44,178.47,178.58,177.67,1610472600,57.56289279398845,-0.49920666621437704,-0.447877258711789,-0.05132940750258802,55.05037111888429,178.09000000000037,177.11252024743956,179.06747975256118,181.665340349764,178.2554296394204
2021-01-12- 17:35:00,178.49,178.91,178.91,178.21,1610472900,69.61949855241548,-0.4040942288941096,-0.4391206527482531,0.03502642385414351,43.017412548284334,178.5933333333337,178.14186658789978,179.04480007876762,181.4020733322758,178.5827148197102
2021-01-12- 17:40:00,178.91,178.84,178.99,178.24,1610473200,65.19913733134214,-0.3324700016356701,-0.4177905225257365,0.08532052089006642,37.69749936557006,178.74000000000038,178.35390847372062,179.12609152628013,181.151969665662,178.7113574098551
2021-01-12- 17:45:00,178.79,178.78,178.89,178.341,1610473500,60.27836991605346,-0.27806875799939235,-0.3898461696204677,0.11177741162107535,34.15089057709388,178.8433333333337,178.73708415028753,178.94958251637988,180.9143711823789,178.74567870492757
2021-01-12- 17:50:00,178.82,179.43,179.53,178.76,1610473800,82.15908425384167,-0.18831516148665628,-0.3495399679937054,0.16122480650704912,47.41789734533063,179.01666666666702,178.43007576244474,179.6032575708893,180.68865262325994,179.0878393524638
2021-01-12- 17:55:00,179.44,179.69,179.79,179.33,1610474100,86.5909277446614,-0.10503065227788966,-0.30063810485054226,0.1956074525726526,58.70663786791624,179.30000000000032,178.53458072487484,180.0654192751258,180.47421999209695,179.3889196762319
2021-01-12- 18:00:00,179.7,180.04,180.05,179.4,1610474400,91.07011414440942,-0.022697064088248453,-0.2450498966980835,0.22235283260983504,68.08458451270964,179.72000000000034,179.22013335108858,180.2198666489121,180.2705089924921,179.71445983811594
2021-01-12- 18:05:00,180.02,179.83,180.12,179.62,1610474700,70.01960625803277,0.01790528246692702,-0.19245886086508138,0.2103641433320084,74.80615973679733,179.85333333333367,179.5656606798055,180.14100598686184,176.4,179.77222991905796
2021-01-12- 18:10:00,179.87,180.21,180.409,179.68,1610475000,81.57769830609759,0.06999724447445033,-0.13996763979717503,0.20996488427162535,80.84877977185381,180.02666666666698,179.71582551386092,180.33750781947305,176.43720000000002,179.991114959529
2021-01-12- 18:15:00,180.2,179.89,180.33,179.87,1610475300,54.86152165248138,0.08000657863414062,-0.09597279611091189,0.1759793747450525,84.87719312855813,179.976666666667,179.64306677318245,180.31026656015155,176.516636,179.9405574797645
2021-01-12- 18:20:00,179.96,179.73,180.03,179.54,1610475600,44.043538004318336,0.07291847962352449,-0.06219454096402461,0.1351130205875491,58.148118235497584,179.94333333333364,179.54422321199212,180.34244345467516,176.59448328,179.83527873988226
2021-01-12- 18:25:00,179.78,180.89,180.98,179.78,1610475900,82.2044613744163,0.14507696216787735,-0.020740240337644218,0.16581720250552157,61.142133370925784,180.1700000000003,179.1434199170347,181.1965800829659,176.6707736144,180.36263936994112
2021-01-12- 18:30:00,180.86,181.61,181.86,180.721,1610476200,89.11549569010668,0.23683675111868752,0.03077515795362213,0.2060615931650654,68.48523237309537,180.74333333333365,179.19436952195443,182.29229714471288,176.800050405968,180.98631968497057
2021-01-12- 18:35:00,181.62,181.64,181.8,181.47,1610476500,89.37342763521492,0.29117997115918115,0.08285612059473393,0.20832385056444722,73.3806317078751,181.3800000000003,180.68660256700997,182.07339743299065,177.00244838972927,181.31315984248528
2021-01-12- 18:40:00,181.69,181.55,181.7,181.44,1610476800,80.76126712131082,0.3108355955906177,0.12845201559391067,0.182383579996707,74.4411101686938,181.60000000000028,181.5251668514599,181.67483314854067,177.1967504541401,181.43157992124264
2021-01-12- 18:45:00,181.58,181.48,181.69,181.45,1610477100,72.59950132189591,0.3083581656663341,0.16443324560839537,0.14392492005793875,75.1480958092396,181.55666666666696,181.425687448354,181.6876458849799,177.38328043597448,181.4557899606213
