time,o,c,h,l,t,rsi,macd,macdSignal,macdHist,adx,Middle bband,Lower bband,Upper bband,Parabolic sar,ema
2021-01-15- 12:30:00,181.48,181.62,181.63,181.44,1610713800,93.82392075777638,0.05572437154049226,-0.10015688048161683,0.1558812520221091,78.69737889524518,181.386666666667,180.99429496078193,181.77903837255207,179.73,181.39295043265477
2021-01-15- 12:35:00,181.63,181.64,181.71,181.52,1610714100,94.06359604788025,0.09040018629721658,-0.06204546712585015,0.15244565342306673,82.09231246859281,181.55333333333365,181.3358732475251,181.77079341914222,179.749,181.51647521632736
2021-01-15- 12:40:00,181.65,181.42,181.68,181.36,1610714400,57.344802276974484,0.09508768194748995,-0.030618837311182125,0.12570651925867207,64.5663281912684,181.56000000000031,181.36133780750487,181.75866219249576,179.78822,181.4682376081637
2021-01-15- 12:45:00,181.36,181.1,181.36,181.1,1610714700,30.968774073524997,0.07304141218065752,-0.009886787412814197,0.08292819959347171,51.93351049140546,181.386666666667,180.94324562274113,181.83008771059286,179.8266556,181.28411880408186
2021-01-15- 12:50:00,181.01,181.17,181.17,180.9,1610715000,40.0209727575829,0.060821511148446916,0.004254872299438026,0.05656663884900889,51.665387803302444,181.23000000000033,180.9552880296356,181.50471197036507,179.864322488,181.22705940204094
2021-01-15- 13:00:00,181.75,181.81,182,181.71,1610715600,78.56652503333207,0.09446066991705493,0.022296031822961408,0.07216463809409351,51.402149015206966,181.36000000000035,180.72104251580657,181.99895748419414,179.90123603824,181.51852970102047
2021-01-15- 13:05:00,181.78,181.79,181.9,181.77,1610715900,76.26897978920269,0.11200231560519569,0.04023728857940827,0.07176502702578742,51.226656489809976,181.59000000000034,180.99580586789045,182.18419413211024,179.9641989570928,181.65426485051023
2021-01-15- 13:10:00,181.69,181.64,181.69,181.64,1610716200,57.38879777182097,0.10946126821687585,0.05408208450690179,0.055379183709974064,41.44588474396965,181.746666666667,181.59493591109273,181.8983974222413,180.02527298838,181.6471324252551
2021-01-15- 13:15:00,181.83,182.07,182.07,181.83,1610716500,79.3595727997998,0.13344839880005566,0.06995534736553256,0.06349305143452309,46.8318935831823,181.83333333333368,181.47693156260405,182.18973510406332,180.0845147987286,181.85856621262755
2021-01-15- 13:20:00,182.13,182.07,182.17,182.07,1610716800,79.3595727997998,0.1446724625582192,0.08489877040406989,0.05977369215414931,52.58336603132809,181.92666666666705,181.5212587789022,182.3320745544319,180.16393420677946,181.96428310631376
2021-01-15- 13:25:00,182.01,182.02,182.06,181.9,1610717100,69.9266098252357,0.14369436904664212,0.09665789013258433,0.047036478914057794,41.074387706628215,182.0533333333337,182.00619288191865,182.10047378474877,180.26423749644047,181.9921415531569
2021-01-15- 13:30:00,181.97,181.72,182.13,181.72,1610717400,33.78468846946511,0.11762521796475767,0.100851355699019,0.016773862265738668,33.493030018468055,181.93666666666704,181.627546050221,182.24578728311306,180.35952562161845,181.85607077657846
2021-01-15- 13:35:00,181.95,181.9,182,181.9,1610717700,54.80706530350985,0.10875491450184427,0.10243206745958405,0.006322847042260216,28.43879155969461,181.88000000000036,181.6334234399273,182.12657656007343,180.45004934053753,181.87803538828922
2021-01-15- 13:40:00,181.9,181.72,181.9,181.72,1610718000,37.12643073387547,0.08689138437659949,0.09932393084298714,-0.012432546466387653,36.2172428258628,181.7800000000004,181.61029437277273,181.94970562722807,180.53604687351066,181.7990176941446
2021-01-15- 13:45:00,181.81,182,182.2,181.5,1610718300,64.12816570144327,0.08867721893088287,0.09719458846056629,-0.008517369529683419,32.47936785137059,181.8733333333337,181.64162470413422,182.1050419625332,180.61774452983514,181.8995088470723
2021-01-15- 13:50:00,181.97,181.5,182.05,181.5,1610718600,29.822316959402777,0.05263277777666531,0.0882822263237861,-0.03564944854712079,29.98745120170912,181.74000000000038,181.33077308668877,182.149226913312,180.71267985804502,181.69975442353615
2021-01-15- 13:55:00,181.49,181.56,181.64,181.48,1610718900,35.98634338240952,0.031214375383655124,0.07686865613575991,-0.04565428075210479,25.387398683949645,181.68666666666704,181.2408465734408,182.13248675989328,180.8019190665623,181.62987721176808
2021-01-15- 14:00:00,181.5,180.9,181.5,180.6,1610719200,14.692679079816424,-0.02907685953769601,0.05567955300106872,-0.08475641253876473,43.409479040714075,181.32000000000036,180.7240134230024,181.91598657699834,182.2,181.26493860588403
2021-01-15- 14:05:00,180.98,180.9,181.15,180.9,1610719500,14.69267907981642,-0.0677616257837883,0.030991317244097316,-0.09875294302788562,55.42419927855703,181.12000000000035,180.49774603255827,181.74225396744242,182.184,181.082469302942
2021-01-15- 14:10:00,180.93,181.18,181.26,180.93,1610719800,45.48422473222523,-0.07175889499586674,0.010441274796104502,-0.08220016979197124,52.1887584627626,180.99333333333368,180.72934680171159,181.25731986495578,182.16816,181.131234651471
2021-01-15- 14:15:00,181.18,181.01,181.23,181.01,1610720100,34.231586371932075,-0.08356021251165657,-0.008359022665447715,-0.07520118984620885,50.03179791889965,181.03000000000034,180.79963796607424,181.26036203392644,182.1524784,181.0706173257355
2021-01-15- 14:20:00,181.15,181.41,181.55,181.15,1610720400,64.88913489338078,-0.06111970480796458,-0.018911159093951087,-0.042208545714013494,44.911203474693046,181.20000000000036,180.87217891062525,181.52782108937546,182.136953616,181.24030866286773
2021-01-15- 14:25:00,181.45,181.43,182.01,181.23,1610720700,66.0751738442007,-0.042894081624922364,-0.023707743600145343,-0.01918633802477702,53.328338824985906,181.28333333333367,180.89643684989895,181.6702298167684,182.12158407984,181.33515433143387
2021-01-15- 14:30:00,181.43,182.48,183.08,180.97,1610721000,90.73133049798172,0.04236189539724933,-0.010493815800666408,0.05285571119791574,65.45074040764406,181.77333333333368,180.77382234179265,182.7728443248747,180.6,181.90757716571693
2021-01-15- 14:35:00,182.27,182.351,183.13,182.04,1610721300,80.01446182792897,0.08820174709910589,0.009245296779288054,0.07895645031981784,73.68303805856364,182.08700000000036,181.15191069945314,183.02208930054758,180.6248,182.12928858285846
2021-01-15- 14:40:00,182.42,182,182.99,181.71,1610721600,53.987943319863795,0.09135441028411151,0.025667119480252746,0.06568729080385877,59.977883234046146,182.27700000000036,181.87134990450807,182.68265009549265,180.674904,182.06464429142923
2021-01-15- 14:45:00,182.02,182.53,182.9,181.79,1610721900,73.50648025427101,0.1265453284389082,0.045842761271983834,0.08070256716692437,50.84111335103449,182.293666666667,181.85339301436548,182.73394031896854,180.72400592,182.29732214571462
2021-01-15- 14:50:00,182.52,182.3,182.73,181.93,1610722200,57.60094040562077,0.12965233172235457,0.06260467536205798,0.0670476563602966,44.74993342902672,182.276666666667,181.8426671787017,182.71066615463232,180.7721258016,182.29866107285733
2021-01-15- 14:55:00,182.25,181.94,182.41,181.35,1610722500,38.196169433279934,0.10264916869616059,0.0706135740288785,0.03203559466728209,47.36365581262613,182.25666666666703,181.7710513639885,182.74228196934556,180.819283285568,182.11933053642866
2021-01-15- 15:00:00,181.87,180.055,182.22,179.95,1610722800,10.47637341576514,-0.047520405900428386,0.04698677804301712,-0.09450718394344551,60.15755573521343,181.43166666666707,179.46270190767808,183.40063142565606,183.13,181.08716526821433
2021-01-15- 15:05:00,180.07,177.8,180.08,177.8,1610723100,4.550479741079832,-0.29891335992039103,-0.022193249549664514,-0.2767201103707265,71.61851383221027,179.93166666666707,176.54687387800823,183.3164594553259,183.0982,179.44358263410717
2021-01-15- 15:10:00,177.96,178.85,179.15,177.78,1610723400,31.58096495940296,-0.38234587291060507,-0.09422377422185263,-0.28812209868875244,79.27468645106603,178.90166666666707,177.05901760743447,180.74431572589967,182.992236,179.14679131705358
2021-01-15- 15:15:00,178.8,176.63,179.32,176.6,1610723700,16.638011454101175,-0.5759776678559376,-0.19057455294866965,-0.385403114907268,85.15526386622149,177.76000000000036,175.94649510615673,179.573504893844,182.83586892,177.8883956585268
2021-01-15- 15:20:00,176.63,176.2,177.15,175.66,1610724000,14.627168906334068,-0.7131207237479771,-0.2950837871085311,-0.41803693663944597,89.42470100539288,177.22666666666703,174.90423499084292,179.54909834249113,182.58643416319998,177.0441978292634
2021-01-15- 15:25:00,176.17,177.22,177.37,175.78,1610724300,40.300007849085745,-0.7092534793778498,-0.37791772556239484,-0.33133575381545494,85.24202374988006,176.6833333333337,175.8470983849621,177.51956828170532,182.24011245504,177.13209891463168
2021-01-15- 15:30:00,177.28,178.58,178.69,176.61,1610724600,62.72079483422588,-0.5894689346426958,-0.420227967378455,-0.16924096726424076,60.059889072272334,177.3333333333337,175.38347293947186,179.28319372719557,181.911106832288,177.85604945731586
2021-01-15- 15:35:00,178.6,178.8,178.85,178.17,1610724900,65.8342496882887,-0.47544085188050644,-0.4312705442788653,-0.044170307601641146,45.73165121730589,178.2000000000004,176.8024783841911,179.59752161580968,181.5985514906736,178.32802472865794
2021-01-15- 15:40:00,178.75,178.35,179.15,178.3,1610725200,52.405541575778734,-0.41491157170776205,-0.42799874976464464,0.013087178056882587,41.345212020393404,178.57666666666705,178.20921296591632,178.94412036741778,181.30162391613993,178.33901236432897
2021-01-15- 15:45:00,178.29,177.949,178.65,177.8,1610725500,41.17828359607053,-0.38830985495451387,-0.4200609708026185,0.03175111584810464,30.77778790023366,178.3663333333337,177.67111090689278,179.06155575977462,181.01954272033294,178.1440061821645
2021-01-15- 15:50:00,178,178.38,178.75,177.92,1610725800,56.279340639657526,-0.3280571061526416,-0.40166019787262314,0.07360309171998153,20.545903097704926,178.22633333333366,177.8333606171852,178.6193060494821,180.7515655843163,178.26200309108225
2021-01-15- 15:55:00,178.33,177.75,178.33,177.37,1610726100,36.00977025063024,-0.32026488322651403,-0.3853811349434013,0.06511625171688729,27.659867920141938,178.02633333333367,177.50044276587136,178.55222390079598,180.49698730510048,178.00600154554112
2021-01-15- 16:00:00,177.85,176.2,177.89,176.15,1610726400,15.46039675063446,-0.41017034734431945,-0.3903389774235849,-0.019831369920734532,43.675558683849886,177.44333333333364,175.61129742876406,179.27536923790322,180.25513793984544,177.10300077277054
2021-01-15- 16:05:00,176.22,176.65,176.65,175.08,1610726700,32.28780410375422,-0.42454675202546355,-0.39718053234396067,-0.02736621968150288,57.86404624744838,176.866666666667,175.5645316676674,178.16880166566656,180.02538104285316,176.87650038638526
2021-01-15- 16:10:00,176.65,177.41,177.51,176.45,1610727000,54.986194817535406,-0.3675279157207285,-0.3912500090193142,0.02372209329858571,46.010419227566324,176.75333333333364,175.75462305387546,177.75204361279182,179.72865818028197,177.1432501931926
2021-01-15- 16:15:00,177.44,179.03,179.14,176.93,1610727300,78.27327705608975,-0.20666841094853794,-0.35433368940515897,0.14766527845662103,43.37582058100164,177.69666666666697,175.7115666131962,179.68176672013774,179.44973868946505,178.08662509659632
2021-01-15- 16:20:00,179.06,179.23,179.38,178.7,1610727600,80.17276980038581,-0.08006280828826107,-0.2994795131817794,0.21941670489351833,43.64869547669306,178.55666666666698,176.92683368271088,180.1864996506231,175.08,178.65831254829817
2021-01-15- 16:25:00,179.23,179.87,180.1,179.18,1610727900,86.03369493681858,0.049756701438184336,-0.22963227025778665,0.279388971695971,49.53796512000546,179.376666666667,178.6601317950519,180.0932015382821,175.12300000000002,179.2641562741491
2021-01-15- 16:30:00,180,180.28,180.47,179.87,1610728200,89.12326370448449,0.16152657702096462,-0.15140050080203638,0.312927077823001,55.93045607723807,179.79333333333366,178.92918314061384,180.65748352605348,175.22254,179.77207813707454
2021-01-15- 16:35:00,180.26,180.26,180.37,179.9,1610728500,87.70364605983009,0.2281947318225832,-0.07548145427711245,0.30367618609969566,60.19211671539315,180.136666666667,179.7591896621614,180.5141436711726,175.3799638,180.01603906853728
2021-01-15- 16:40:00,180.26,180.12,180.71,180.03,1610728800,75.13689902382805,0.2546961762023727,-0.00944592818121541,0.26414210438358815,65.98847499166963,180.22000000000034,180.0776389566152,180.36236104338548,175.53266488600002,180.06801953426864
2021-01-15- 16:45:00,180.13,179.62,180.22,179.62,1610729100,42.50771503897615,0.2292417019496611,0.0382915978449599,0.1909501041047012,49.792649847111655,180.00000000000034,179.4505760592444,180.54942394075627,175.73975829056002,179.8440097671343
2021-01-15- 16:50:00,179.59,179.42,179.73,179.27,1610729400,33.72135150662858,0.1909770752380382,0.06882869332357555,0.12214838191446264,39.23747125041577,179.72000000000034,179.1312159422346,180.30878405776608,175.93856795893763,179.63200488356716
2021-01-15- 16:55:00,179.45,179.29,179.84,179.14,1610729700,28.065274457982508,0.15037635252227233,0.0851382251633149,0.06523812735895743,36.138167095994085,179.44333333333364,179.17187635893174,179.71479030773554,176.12942524058013,179.4610024417836
2021-01-15- 17:00:00,179.2,179.47,179.5,178.79,1610730000,46.65028653794583,0.13082283919575843,0.0942751479698036,0.03654769122595483,42.66960850914851,179.39333333333366,179.2416025775676,179.54506408909972,176.31264823095694,179.46550122089178
2021-01-15- 17:05:00,179.51,179.28,179.83,179.05,1610730300,33.107168783559274,0.10049025899979824,0.09551817017580252,0.004972088823995718,29.249821285911796,179.346666666667,179.17205598856364,179.52127734477037,176.48854230171867,179.3727506104459
2021-01-15- 17:10:00,179.2,179.029,179.23,178.57,1610730600,21.016751189819725,0.059929834118690906,0.0884005029643802,-0.0284706688456893,34.2132666737819,179.25966666666702,178.89844528178475,179.6208880515493,176.65740060964993,179.20087530522295
2021-01-15- 17:15:00,179.07,179.58,179.82,179.02,1610730900,64.13942330548694,0.06886255162027055,0.08449291269555828,-0.01563036107528773,29.27638441216406,179.29633333333368,178.8458511225443,179.74681554412305,176.81950458526393,179.39043765261147
2021-01-15- 17:20:00,179.59,179.27,179.63,178.728,1610731200,43.9083430351148,0.051190492142836774,0.07783242858501398,-0.026641936442177203,22.863852675771398,179.29300000000035,178.84193607250776,179.74406392749293,176.97512440185338,179.33021882630572
2021-01-15- 17:25:00,179.31,178.8,179.33,178.8,1610731500,25.567735675933456,0.005673307969033203,0.06340060446181782,-0.057727296492784616,18.58883151817629,179.216666666667,178.57534857951626,179.85798475381776,177.12451942577925,179.06510941315287
2021-01-15- 17:30:00,178.781,179.46,179.55,178.66,1610731800,60.40501302517559,0.02065180016342083,0.05485084360213842,-0.03419904343871759,19.85859190306801,179.176666666667,178.62184937938366,179.73148395395032,177.26793864874807,179.26255470657645
2021-01-15- 17:35:00,179.49,179.32,179.67,179.16,1610732100,52.57539023932829,0.020230746302843272,0.04792682414227939,-0.027696077839436117,25.731524220384994,179.1933333333337,178.6254522816337,179.7612143850337,177.40562110279814,179.29127735328822
2021-01-15- 17:40:00,179.2,179.77,180.08,179.16,1610732400,70.81468337643804,0.05003122380304603,0.048347704074432715,0.0016835197286133169,40.045678081124606,179.51666666666702,179.1406052059489,179.89272812738514,177.5377962586862,179.53063867664412
2021-01-15- 17:45:00,179.7,179.66,179.93,179.66,1610732700,62.06270266593311,0.06041166715604618,0.050760496690755406,0.009651170465290772,49.588447321617686,179.58333333333368,179.2002464560365,179.96642021063087,177.66468440833876,179.59531933832204
2021-01-15- 17:50:00,179.67,179.88,180.04,179.37,1610733000,72.3240920225684,0.08022061988731366,0.056652521330067054,0.023568098557246606,35.053384813350874,179.77000000000035,179.59037075216986,179.94962924783084,177.7864970320052,179.73765966916102
2021-01-15- 17:55:00,179.95,179.7,180,179.47,1610733300,54.29914948887268,0.07820700348355558,0.06096341776076476,0.01724358572279082,25.363343141173,179.74666666666704,179.55529733218978,179.9380360011443,177.90343715072498,179.7188298345805
2021-01-15- 18:00:00,179.68,179.04,179.77,178.88,1610733600,22.903927796180035,0.0290798541072661,0.05458670503006503,-0.025506850922798932,39.88601547134809,179.5400000000004,178.8177811966249,180.26221880337587,178.01569966469597,179.37941491729026
2021-01-15- 18:05:00,178.96,179.61,179.66,178.96,1610733900,55.92038625750286,0.03472848728333133,0.050615061480718294,-0.01588657419738696,49.56779702479815,179.4500000000004,178.86553443218986,180.0344655678109,178.12347167810813,179.49470745864514
2021-01-15- 18:10:00,179.59,180.02,180.02,179.36,1610734200,69.8510253402715,0.06529285314164213,0.05355061981290306,0.011742233328739068,37.03795891464757,179.55666666666707,178.75295306376475,180.3603802695694,178.2269328109838,179.75735372932257
2021-01-15- 18:15:00,180.02,180.81,181,179.99,1610734500,84.24336203680443,0.1371927228726122,0.07027904042484488,0.06691368244776731,48.09856911074098,180.14666666666707,179.15063007656835,181.1427032567658,178.32625549854447,180.2836768646613
2021-01-15- 18:20:00,180.84,180.86,181.22,180.84,1610734800,84.92649792417205,0.18323989447767985,0.09287121123541188,0.09036868324226797,57.281060697833034,180.56333333333373,179.79386020916283,181.33280645750463,178.45994272361725,180.57183843233065
2021-01-15- 18:25:00,180.91,180.61,181,180.57,1610735100,64.08745267969003,0.19018581444075267,0.11233413187648003,0.07785168256427263,48.69653734738173,180.76000000000042,180.54397531023358,180.97602468976726,178.6255461602002,180.59091921616533
2021-01-15- 18:30:00,180.53,180.42,180.8,180.18,1610735400,50.0788756389995,0.1752635287945452,0.12492001126009307,0.05034351753445214,37.406348803836025,180.63000000000042,180.26962982007078,180.99037017993007,178.7812133905882,180.50545960808267
2021-01-15- 18:35:00,180.3,180.81,180.86,180.04,1610735700,70.16094169558373,0.18611763041903373,0.1371595350918812,0.048958095327152534,34.407952499979835,180.61333333333377,180.2948647758617,180.93180189080584,178.9275405871529,180.65772980404134
2021-01-15- 18:40:00,180.77,180.63,180.82,180.48,1610736000,54.87760063231298,0.17459023984986288,0.14464567604347753,0.029944563806385355,32.40902163074238,180.62000000000043,180.30125245118148,180.93874754881938,179.0650881519237,180.64386490202065
2021-01-15- 18:45:00,180.71,180.43,180.88,180.43,1610736300,40.26075748134792,0.14735972674537834,0.14518848618385768,0.0021712405615206543,25.37063271857623,180.62333333333376,180.31292142076813,180.9337452458994,179.19438286280828,180.53693245101033
2021-01-15- 18:50:00,180.47,180.76,181.1,180.25,1610736600,63.995695474510065,0.1469649539588147,0.14554377973884908,0.0014211742199656263,28.842211607566714,180.6066666666671,180.33520969258683,180.8781236407474,179.31591989103978,180.64846622550516
2021-01-15- 18:55:00,180.73,180.49,180.73,180.38,1610736900,43.019236676072296,0.12321916489557339,0.14107885677019394,-0.017859691874620554,31.156597533560372,180.56000000000043,180.27294599826553,180.84705400173533,179.4301646975774,180.56923311275258
2021-01-15- 19:00:00,180.52,180.87,181,180.48,1610737200,66.32299485523266,0.12936187927633114,0.1387354612714214,-0.009373581995090252,44.23177625306729,180.70666666666708,180.3873618663652,181.02597146696894,179.53755481572276,180.7196165563763
2021-01-15- 19:05:00,180.85,180.04,180.95,180.02,1610737500,28.343957778867168,0.07222975526104847,0.1254343200693468,-0.05320456480829833,38.926521052731495,180.46666666666707,179.7881715999881,181.14516173334604,179.63850152677938,180.37980827818814
2021-01-15- 19:10:00,180.06,179.85,180.1,179.75,1610737800,23.68651295703197,0.01916913500275541,0.10418128305602851,-0.0850121480532731,43.460214225273525,180.25333333333376,179.36754429403518,181.13912237263233,179.73339143517262,180.11490413909405
2021-01-15- 19:15:00,179.85,179.89,180.12,179.82,1610738100,27.451086520252243,-0.013671414569046192,0.08061074353101358,-0.09428215810005977,44.643658785639424,179.92666666666707,179.76309541154023,180.09023792179391,179.75,180.00245206954702
2021-01-15- 19:20:00,179.9,179.58,179.97,179.56,1610738400,17.44625664700366,-0.05601360823359869,0.05328587317809112,-0.10929948141168981,52.73816738101896,179.77333333333377,179.49797498112002,180.0486916855475,181.22,179.7912260347735
2021-01-15- 19:25:00,179.56,179.49,179.61,179.15,1610738700,15.05653516817291,-0.0881186892526955,0.025004960691933795,-0.1131236499446293,63.25658727361545,179.65333333333376,179.31066407275551,179.996002593912,181.2034,179.64061301738676
2021-01-15- 19:30:00,179.52,179.6,179.89,179.49,1610739000,32.1062230835485,-0.09871370191473261,0.00026122817060051165,-0.09897493008533312,49.61281127301336,179.5566666666671,179.46098199982768,179.65235133350652,181.162332,179.62030650869337
2021-01-15- 19:35:00,179.56,179.67,179.82,179.25,1610739300,43.022751482671026,-0.09752533582343403,-0.019296084628206398,-0.07822925119522764,48.33184213336646,179.58666666666707,179.43849259506862,179.73484073826552,181.12208536,179.64515325434667
2021-01-15- 19:40:00,179.64,179.81,179.84,179.44,1610739600,61.56328128452561,-0.08383639964972645,-0.03220414763251041,-0.05163225201721604,45.71126946207036,179.69333333333375,179.51872265556375,179.86794401110376,181.0826436528,179.72757662717333
2021-01-15- 19:45:00,179.84,179.86,180.12,179.65,1610739900,67.2690314517641,-0.0685424365388485,-0.039471805413778024,-0.02907063112507048,37.25612931549765,179.78000000000043,179.61916882590367,179.94083117409718,181.04399077974398,179.79378831358667
2021-01-15- 19:50:00,179.88,179.17,179.92,179.04,1610740200,16.516583087023434,-0.10331333478077909,-0.05224011128717824,-0.05107322349360085,41.55853211782782,179.61333333333377,178.98503757856352,180.24162908810402,181.0061109641491,179.48189415679332
2021-01-15- 19:55:00,179.23,178.8,179.37,178.73,1610740500,10.2788191012474,-0.14796381192186914,-0.07138485141411642,-0.07657896050775272,49.55554532335975,179.2766666666671,178.39813253407456,180.15520079925963,180.9471276352246,179.14094707839666
2021-01-15- 20:00:00,178.84,178.8,179.24,178.65,1610740800,10.2788191012474,-0.17229057681223026,-0.09156599649373919,-0.08072458031849107,56.11276890101532,178.92333333333377,178.57449398809504,179.2721726785725,180.85844252981562,178.97047353919834
2021-01-15- 20:05:00,178.73,178.06,178.85,177.89,1610741100,3.8076747372730013,-0.23300851347300977,-0.1198544998895933,-0.11315401358341647,66.67332988134824,178.55333333333382,177.85565464268947,179.25101202397818,180.74802040332483,178.51523676959917
2021-01-15- 20:10:00,178.1,179.32,179.39,178.1,1610741400,63.11549221711012,-0.17884823201137579,-0.1316532463139498,-0.04719498569742597,49.214057455469,178.72666666666714,177.6926668816538,179.7606664516805,180.57653917912535,178.9176183847996
2021-01-15- 20:15:00,179.33,179.07,179.72,179.04,1610741700,53.329597333688184,-0.154183833715706,-0.13615936379430105,-0.01802446992140494,38.10363162107787,178.81666666666715,177.72728355894478,179.90604977438952,180.41534682837784,178.9938091923998
2021-01-15- 20:20:00,179.02,178.86,179.15,178.67,1610742000,44.61384682533824,-0.14703944052232032,-0.1383353791399049,-0.008704061382415418,31.986509416950536,179.0833333333338,178.7072718728285,179.4593947938391,180.26382601867516,178.9269045961999
2021-01-15- 20:25:00,178.88,178.59,178.94,178.51,1610742300,33.92198249096724,-0.15577212395837137,-0.1418227281035982,-0.013949395854773172,32.356703364373594,178.84000000000046,178.44706234608006,179.23293765392086,180.12139645755465,178.75845229809994
2021-01-15- 20:30:00,178.55,178.15,178.7,177.87,1610742600,21.390819804534576,-0.1862792019818187,-0.1507140228792423,-0.035565179102576394,43.74154963348872,178.5333333333338,177.94810783084134,179.11855883582624,179.98751267010138,178.45422614905
2021-01-15- 20:35:00,178.18,178.49,178.83,178.18,1610742900,44.95854053362444,-0.1767401267671005,-0.15591924365681392,-0.02082088311028657,44.000765597750224,178.41000000000045,178.0333480830322,178.7866519169687,179.8392867831943,178.472113074525
2021-01-15- 20:40:00,178.51,177.64,179.1,177.621,1610743200,21.164102814561975,-0.22253953447133767,-0.16924330181971867,-0.05329623265161901,52.6808197450647,178.0933333333338,177.39469974640457,178.791966920263,179.7014367083707,178.0560565372625
2021-01-15- 20:45:00,177.65,177.99,178.25,177.6,1610743500,40.586025643730785,-0.22114121186743319,-0.17962288382926156,-0.041518328038171626,58.719846735446026,178.04000000000045,177.3423850155164,178.73761498448448,179.53500177170105,178.02302826863126
2021-01-15- 20:50:00,177.99,177.61,178.25,177.43,1610743800,28.964921811356444,-0.23864347094459504,-0.19142700125232825,-0.04721646969226678,65.03121275298516,177.74666666666712,177.40167069260454,178.0916626407297,179.36085161224796,177.81651413431564
2021-01-15- 20:55:00,177.54,177.51,177.94,177.22,1610744100,26.023579615451514,-0.24884090739897147,-0.2029097824816569,-0.045931124917314575,71.49686945433105,177.7033333333338,177.28978500229996,178.11688166436764,179.16776645102317,177.66325706715782
2021-01-15- 21:00:00,177.47,176.88,177.47,176.84,1610744400,13.279825705544345,-0.290121582419431,-0.2203521424692117,-0.06976943995021928,78.15037448752742,177.3333333333338,176.68704478419724,177.97962188247035,178.9535121414106,177.2716285335789
2021-01-15- 21:05:00,176.8,176.59,176.88,176.36,1610744700,9.924193969271899,-0.3271995794014515,-0.24172162985565965,-0.08547794954579185,83.89876536993566,176.9933333333338,176.2252476900677,177.76141897659988,178.69989068444133,176.93081426678947
2021-01-15- 21:10:00,176.61,176.35,176.64,176.22,1610745000,7.554500485206823,-0.3568252841023707,-0.26474236070500184,-0.09208292339736884,87.98862590156399,176.60666666666714,176.17328205450974,177.04005127882454,178.39570489546395,176.64040713339472
2021-01-15- 21:15:00,176.4,176.1,176.45,176,1610745300,5.501813182396148,-0.3812174048337056,-0.2880373695307426,-0.09318003530296298,91.07725377797244,176.34666666666715,175.94655557121465,176.74677776211965,178.09110621009899,176.37020356669734
2021-01-15- 21:20:00,176.1,176.11,176.23,176.1,1610745600,7.01770618634747,-0.3835535046369216,-0.3071405965519784,-0.07641290808494322,93.13633902891142,176.18666666666715,175.95553418937448,176.41779914395983,177.77744027858415,176.24010178334868
2021-01-15- 21:30:00,176.18,176.47,176.47,176.18,1610746200,50.176700581396915,-0.34736261289589265,-0.31518499982076126,-0.032177613075131395,67.53087845642501,176.22666666666714,175.88244451637607,176.57088881695822,177.51082423679654,176.35505089167435
2021-01-15- 21:35:00,176.47,176.43,176.6,176.4,1610746500,46.573729106870644,-0.31440407344595656,-0.31502881454580034,0.0006247410998437841,49.274794312792324,176.33666666666713,176.01445210756728,176.65888122576698,177.28420060127706,176.39252544583718
2021-01-15- 21:40:00,176.42,176.25,176.42,176.25,1610746800,31.369365889368062,-0.29427224582690314,-0.3108775008020209,0.016605254975117778,39.948303194989116,176.38333333333378,176.19196399904664,176.57470266762093,177.0915705110855,176.3212627229186
2021-01-15- 21:45:00,176.31,176.27,176.31,176.19,1610747100,34.910844394948384,-0.269594983348469,-0.30262099731131054,0.03302601396284155,37.755525672161866,176.3166666666671,176.1555593872075,176.4777739461267,176.9278349344227,176.2956313614593
2021-01-15- 21:50:00,176.29,176.19,176.33,176.17,1610747400,26.65739407800932,-0.24960755476530494,-0.29201830880210944,0.0424107540368045,36.293673990277036,176.2366666666671,176.16867974051146,176.30465359282275,176.78865969425928,176.24281568072965
2021-01-15- 21:55:00,176.12,175.92,176.13,175.8,1610747700,12.134363909226536,-0.24638138194507064,-0.28289092343070166,0.036509541485631014,50.430234633554505,176.1266666666671,175.8271856341973,176.4261476991369,176.6703607401204,176.08140784036482
2021-01-15- 22:00:00,175.99,176.03,176.11,175.99,1610748000,34.081090054139935,-0.228313511560998,-0.2719754410567609,0.04366192949576292,59.85460839573948,176.04666666666708,175.82495614486822,176.26837718846593,176.53110302170114,176.0557039201824
2021-01-15- 22:15:00,176.18,176.17,176.18,176.17,1610748900,55.36504722297567,-0.19904445116938518,-0.2573892430792858,0.058344791909900606,52.759960561153626,176.04000000000042,175.83538654350463,176.2446134564962,176.41412653822897,176.11285196009118
2021-01-15- 22:20:00,176.1,176.15,176.15,176.1,1610749200,51.78229423927087,-0.17434449001697772,-0.24078029246682417,0.06643580244984645,53.18988524438819,176.1166666666671,175.99301842055004,176.24031491278416,176.31586629211233,176.1314259800456
2021-01-15- 22:25:00,176.18,176.24,176.24,176.18,1610749500,66.4409611953883,-0.1459746184887365,-0.22181915767120663,0.07584453918247014,36.6832049602664,176.1866666666671,176.1094944213509,176.2638389119833,175.8,176.1857129900228
2021-01-15- 22:45:00,176.24,176.22,176.24,176.21,1610750700,60.32756583631627,-0.123680784457747,-0.2021914830285147,0.0785106985707677,25.67875143751853,176.2033333333338,176.12616108839472,176.28050557827288,175.80440000000002,176.20285649501142
